id,name,text,trans
13,男４,お前だって痛い目には\nあいたくないだろ？\nなら、さっさと──,你也不想被做很过分的事吧？\n那样的话——
13-sel1_txt,,断る！,我拒绝！
15,男４,なっ！？　\nテ、テメェ、脅しじゃねぇぞ！\n俺達は本気で──,什么！？\n这可不是威胁，\n我们是来真的——
15-sel1_txt,,仲間は絶対に見捨てない！,我绝对不会丢下同伴的！
17,男４,はっ、そうかよ！\nご立派な志なことで！,哈，这样啊！\n还真是有志气啊！
18,男４,なら、わかりましたって言うまで、\n痛い目にあわせてやるよ！\nお前ら！,那么在你老实答应之前\n就给你点颜色尝尝，\n兄弟们！
19,,その言葉と共に\n男達が一斉に姬塔に\n襲い掛かってくる。,随着他的喊声，男人们一起向姬塔冲去。
22,ユイシス/优希斯,姬塔に手出しはさせません！,不会让你们对姬塔出手的！
24,男２,ぐうっ！,
26,アンスリア/安苏莉娅,その汚い手を姬塔から\n離しなさい！,
28,男４,ぐえっ！,呜啊！
31,,あわやという瞬間、宿の影から\nユイシスとアンスリアが現れ、\n男達を突き飛ばす。,就在那个瞬间、\n安苏莉娅和优希斯从旅馆的暗处冲了出来，\n打飞了那群男人。
32,アンスリア/安苏莉娅,姬塔、無事？\n怪我はない？,姬塔、没事吧？没受伤吧？
33,,その言葉に姬塔は\n驚いた表情を浮かべながらも頷く。,姬塔一边吃惊一边点了点头。
34,アンスリア/安苏莉娅,よかった……,太好了……
35,男１,な、なんでアンスリア達がここに……\n部屋に戻ったはずじゃ……,为什么安苏莉娅她们会在这里……\n不是应该回房间了才对吗……
36,ユイシス/优希斯,貴方達の薄汚い殺気に気付かぬほど、\n鈍くはありません。,我可没有迟钝到\n察觉不了你们这明显的肮脏杀气。
37,ユイシス/优希斯,ましてや、それが姬塔への\n敵意となれば尚更のこと。,更不要说那还是\n对姬塔的敌意。
38,ユイシス/优希斯,ですので、アンスリアさんと\n一緒に駆けつけたのです。,
39,ユイシス/优希斯,それにしても\nこの薄汚い気配と殺気……,
40,ユイシス/优希斯,先程、感じた気配は\n貴方達のものだったのですね。,
41,アンスリア/安苏莉娅,それで貴方達は何を思って\nこんなことを……,
42,アンスリア/安苏莉娅,私の大切な人である姬塔を\n傷つけようとしたのかしら？,
43,アンスリア/安苏莉娅,私、言ったわよね？\n姬塔と私の邪魔をするなら\n怒るって……,
44,アンスリア/安苏莉娅,事と次第によっては……,
45,,アンスリアの冷たい目と威圧を前に\n男達は身体を震わせる。,
46,男１,お、俺たちは、\nただ、アンスリアの目を覚まそうと\nしただけだ！,
47,男３,そうだそうだ！\nアンスリア、お前は\nそいつに騙されてるんだ！,
48,男３,そいつじゃ、お前を幸せにできない！\nお前を幸せにできるのは\n俺のような──,
49,アンスリア/安苏莉娅,黙りなさい。,
50,男３,っ！？,
51,アンスリア/安苏莉娅,何度も言わせないで。\n私が好きなのは姬塔だけよ。,
52,男１,なんで……なんで、そいつなんだ！\nそんな奴のどこがいいんだ！,
53,アンスリア/安苏莉娅,そうね、理由なら沢山あるわ。,
54,,アンスリアはそう言うと\n姬塔に近寄り、自分の腕を\n姬塔の腕に絡める。,
55,アンスリア/安苏莉娅,私を助けてくれた時の目が\n凄く綺麗だったとか……,
56,アンスリア/安苏莉娅,姬塔の夢を追う姿に\n惹かれたとか……,
57,アンスリア/安苏莉娅,外見や踊りだけで判断せず、\n私個人をちゃんと\n見てくれる人だからとか……,
58,アンスリア/安苏莉娅,でも、一番大きいのは、その……\n初めてだったのよ。,
59,アンスリア/安苏莉娅,こんな風に心の底から\n一緒にいたいなって思えた人って……,
60,アンスリア/安苏莉娅,私の全部をあげてもいいって\n思える人って……,
61,アンスリア/安苏莉娅,だから、私は姬塔の傍に\nいたいの……,
62,アンスリア/安苏莉娅,そ、その……姬塔の事が\n心から好き……だから。,
63,,アンスリアは真っ赤になった顔を\n隠すように絡めた姬塔の腕に\nぐりぐりと顔を押し付ける。,
64,男１,な、なんだよ、それ……\nそんなの……\nそんなの俺は認めないぞっ！,
65,男３,<span class='scene-font-4'>そんなの間違ってるっ！</span>\n俺が……俺が一番アンスリアを\n幸せにできるんだっ！,
66,男２,お前さえ……お前さえいなければ、\nアンスリアは俺の……っ！,
67,男４,もういい！　こうなったら\n力づくでもかまわねぇ！,
68,男４,絶対にアンスリアを\n俺のものにしてやる！,
69,,男達は手に持った武器を構えると\n姬塔を血走った目で睨む。,
70,ユイシス/优希斯,本人の意志を無視し、\n無理やり従えようとするとは\n見下げた精神ですね。,
71,ユイシス/优希斯,貴方達はアンスリアさんを\n大切に思っているのではなく、\nただ、自分のものにしたいだけ……,
72,ユイシス/优希斯,そのようなものファンとはいいません。\n暴漢というのです。\nそれを理解しなさい。,
73,男４,うるせぇ！\n俺達が正しいんだ！,
74,ユイシス/优希斯,聞く耳持たず……ですか。\nならば仕方ありませんね。,
75,ユイシス/优希斯,それにどの様な理由があれ、\n姬塔に……私の家族に\nドスを向けたのです。,
76,ユイシス/优希斯,それ相応の覚悟は\nできているのでしょう？,
78,アンスリア/安苏莉娅,今回ばかりは私も頭にきてるのよ。,
79,アンスリア/安苏莉娅,だから、私が手ずから教えてあげる。\n私の胸に秘めた\n姬塔への想いの強さを！,
info,,,scene_chr558_q3_s20
译者,,,
