id,name,text,trans
108,ビィ/碧,だ、大丈夫かよ？,
109,アンスリア/安苏莉娅,ええ。きっぱりと言えば、\n流石に諦めるでしょ。,
110,アンスリア/安苏莉娅,あと、念のために\nとっておきの脅しもしておくわ。,
111,男２,お、おい、アンスリア！\nそいつと旅行って、\nどういうことだ！,
112,男１,いや、そんなことより、\nそいつとどういう関係なんだ！\nさっき、手を繋いでたよな！,
113,アンスリア/安苏莉娅,どういう関係って、\n姬塔はその……\n私の一番大切な人……よ。,
114,アンスリア/安苏莉娅,私の全部をあげてもいい……\nそう思えるぐらい大切な人。,
115,男２,なっ！？\nし、信じねぇぞ……！,
116,男１,<span class='scene-font-4'>う、嘘だ！</span>\n嘘っぱちに決まってる！\nアンスリア！,
117,アンスリア/安苏莉娅,事実よ。\nだから、私と姬塔の\n逢瀬の邪魔をしないで！,
118,アンスリア/安苏莉娅,そ、その……こんなチャンス、\n滅多にないんだから……,
119,男１,嘘……だろ……,
120,男２,<span class='scene-font-4'>認めねぇ！</span>\nそんなの絶対に俺は認めねぇ！,
121,,アンスリアのファン達は\n姬塔に対し、\n敵意のこもった視線を向ける。,
122,アンスリア/安苏莉娅,念のために言っておくけど、\n姬塔に手を出したりしたら、\nその時は私、本気で怒るから。,
123,アンスリア/安苏莉娅,いいえ、その時は\n舞そのものをやめるわ。,
124,女,えっ！？\nアンスリアの舞が見れなくなるのは\n絶対に嫌よっ！,
125,男１,そ、そうだ！\nそんなこと絶対にダメだっ！,
126,男２,頼む！\nそれだけはやめてくれっ！,
127,アンスリア/安苏莉娅,なら、これ以上、\n私達の邪魔をしないで。,
128,男１,……くそっ！\nこんなの夢だ！\n夢に決まってる！,
129,男２,俺は認めねぇ……認めねぇぞ！\nアンスリアにふさわしいのは\n俺なんだ……！,
130,女,そこまで言われたら\nしょうがないわね……\n舞が見れなくなるのは嫌だし……,
131,,アンスリアの言葉を聞いたファン達は\n愕然とした表情を浮かべた後、\n思い思いの言葉を残して去っていく。,
132,アンスリア/安苏莉娅,ふぅ……\nこれで静かになったわね。,
133,ルリア/露莉亚,あはは……\nお疲れ様です。,
134,アンスリア/安苏莉娅,ありがとう……\nでも、本当に疲れたわ。,
135,アンスリア/安苏莉娅,せっかく、綺麗な\nユカタヴィラを着れて、\n気分も良かったのに……,
136,ビィ/碧,そう言えば、そのユカタヴィラ、\nどうしたんだ？,
136-sel1_txt,,凄く似合ってる,
136-sel2_txt,,夢中になりそう,
138,ルリア/露莉亚,はい！　ユカタヴィラも\n似合ってますけど、\nその髪形もとっても似合ってますよ！,
139,ビィ/碧,ああ！　\nファン達が寄ってくるのも\nわかる気がするぜ！,
140,アンスリア/安苏莉娅,ふふっ、ありがとう。\n姬塔達から褒められると\n凄く嬉しいわ。,
141,,そう言うとアンスリアは\n姬塔に対し、\n妖艶な眼差しを向ける。,
142,アンスリア/安苏莉娅,ねぇ、姬塔。\n今夜、時間あるかしら？,
143,アンスリア/安苏莉娅,よかったら、私と一緒に\nお月見なんてどう？,
144,アンスリア/安苏莉娅,せっかく、ユカタヴィラを着たんだもの。\n淑やかに楽しむのも\n悪くないでしょ？,
145,アンスリア/安苏莉娅,ふふっ、月が綺麗ですね……なんて\n姬塔に囁かれたりしたら、私、\n貴方にもっと夢中になっちゃうかも……,
147,アンスリア/安苏莉娅,あ、あうううっ……\n姬塔にそんなことを\n言われたら……わた、私……ううっ……,
148,ルリア/露莉亚,はうわっ！　ア、アンスリアさん、\n顔がすっごく真っ赤になってますよ！,
149,アンスリア/安苏莉娅,だ、だって、姬塔から\nそんな言葉を聞けるだなんて\n思ってなかったんだもの……,
150,アンスリア/安苏莉娅,だから、\nその……凄く嬉しくて……,
151,アンスリア/安苏莉娅,ね、ねぇ、姬塔。\nそのまま、本当に\n夢中になってくれない？,
152,アンスリア/安苏莉娅,私に夢中になってくれるなら\n姬塔の望むこと、\nなんだってしてあげる……,
153,アンスリア/安苏莉娅,ううん、私の事、\n好きにしていいから……\nだから……,
154,,そう言うとアンスリアは自分の身体を\n姬塔に押し付けていく。,
155,ルリア/露莉亚,むぅ！\nアンスリアさん、近い！\n近いですよ～っ！,
156,ビィ/碧,っていうか、燃える姉ちゃん、\nここが街の外なの忘れてねぇか？,
157,アンスリア/安苏莉娅,えっ……あっ！\n<span class='scene-font-4'>はううっっ！？</span>,
159,,次の瞬間、アンスリアは\n全身を真っ赤に染めると慌てて\n姬塔から離れる。,
160,アンスリア/安苏莉娅,ううっ……だって、姬塔が\nあんな嬉しいことを\n言ってくれるから……,
161,ビィ/碧,はぁ……\n燃える姉ちゃんは\n相変わらずだな。,
162,アンスリア/安苏莉娅,い、言わないで……,
163,ビィ/碧,それで燃える姉ちゃんは\nこれからどうするんだ？,
164,ビィ/碧,オイラ達はもう少し、\n温泉街を散策するつもりだけどよ。,
165,アンスリア/安苏莉娅,私も一緒について行っていい？\n私一人だと、さっきみたいな人達に\nまた囲まれるかも……,
166,,アンスリアの言葉に\n姬塔は\n苦笑しながらも頷く。,
167,アンスリア/安苏莉娅,ありがとう。\nそれじゃ、行きましょう。,
168,アンスリア/安苏莉娅,……って、そうだ。,
169,アンスリア/安苏莉娅,姬塔。\nせっかくだから、さっきみたいに\n手を繋ぎましょ？,
170,アンスリア/安苏莉娅,手を繋いでたら、\nファンの人達も来ないと思うのよ。\nだから……,
171,アンスリア/安苏莉娅,あ、それとも腕を組んだ方がいい？\nふふっ、姬塔の好きな方で──,
172,,アンスリアの言葉に頷くと\n姬塔は手を伸ばし、\nその手をやさしく握る。,
173,アンスリア/安苏莉娅,へっ……ふわっ！？,
174,,姬塔が手を握った瞬間、\nアンスリアの全身が真っ赤に染まる。,
175,アンスリア/安苏莉娅,え、あの姬塔？\nその……手、本当に\n繋いで……,
176,アンスリア/安苏莉娅,やっ、んんっ……\nそ、そんな風に優しく手を\nにぎにぎされたら、わ、私……,
177,アンスリア/安苏莉娅,んっ……やっ、姬塔の手、\n暖かくて、心地よくて……,
178,アンスリア/安苏莉娅,ふにゃ……\nね、ねぇ、姬塔、\nもっとギュってして……,
179,ルリア/露莉亚,むぅ……アンスリアさんだけ\nずるいです！\n私も手、繋ぎます！,
180,ビィ/碧,やれやれ……,
181,,姬塔との距離を詰めようとする\nアンスリア。,
182,,しかし、そこに至るまでには\nまだ、沢山の障害があるのであった。,
info,,,scene_fate_chr558_ep1
译者,,,
