id,name,text,trans
71,成金,彼らは僕が雇っている用心棒さ。\n僕は資産をたんまりと持っているから\nこういう連中がどうしても必要でね。,
72,キャル/凯露,（……この平和そうな住宅街で\nそんなにたくさん雇う必要があるの？）,
73,キャル/凯露,……それで、なにをするつもりなの？,
74,成金,まずはこの子供達を親のところへ\n連れていって弁償してもらわないとね。\nそれと不法侵入の慰謝料も含めよう。,
77,キャル/凯露,そこまでするの！？\n子供のやったことだし、\n安そうな植木鉢じゃない！,
78,成金,キミにはこれが安物に見えるのかい？\nこの鉢は有名な陶芸家が作った\n非常に高価な美術作品なんだ。,
79,キャル/凯露,……マジ？,
80,成金,大マジさ。\nさて、それじゃあ\n親もとへ連れていこうか。,
81,子供１/孩子１,ご、ごめんなさい……,
82,子供２/孩子２,もうしませんから……,
83,子供３/孩子３,うぅ……ひっく……,
86,キャル/凯露,……待ちなさいっ！,
87,キャル/凯露,そんなお仕置き、\n子供のためにはならないわ！\n絶対にさせない！,
88,キャル/凯露,だからその植木鉢の代金分、\nあたしが働くわ！\nそれでチャラになるでしょ？,
89,成金,う～ん……でも……\nそれはなんだかつまらないかな……\n従業員は足りてるし……,
90,用心棒/保镖,へっへっへ……つまらないとよ！\n姉ちゃんは引っ込んでもらえるか？,
91,,用心棒がキャルをどけようと\n乱暴に手を突き出した時だった。,
93,キャル/凯露,えいっ！,
99,,キャルが杖を振ると\nいくつもの青白い光の玉が生まれ、\n用心棒の鼻先で爆ぜた。,
100,用心棒/保镖,げひっ！？,
102,キャル/凯露,ふんっ！\n気安く触らないでくれる？,
103,用心棒/保镖,ぐっ！？　このっ……！,
104,成金,へぇ……おもしろい！\n魔法を使えるのか！,
105,成金,……いいだろう。\nそれじゃあキミには僕のもとで\nしっかり働いてもらおうじゃないか。,
108,キャル/凯露,望むところよ！,
109,用心棒/保镖,けっ……！,
110,子供３/孩子３,お、お姉ちゃん……\nごめ……ひっく……,
111,キャル/凯露,大丈夫だから\nあんた達は家に帰りなさい。,
112,キャル/凯露,あ、帰り道には気をつけんのよ？\nじゃあね。,
113,,子供達の不始末の責任をとり、\n屋敷に住む成金男のもとで\n働くことになったキャル。,
114,,だが呆然と立ち尽くす子供達を\nキャルは逆に励ますかのように\nその場に笑顔を残していったのだった。,
info,,,scene_chr541_q1_s10
译者,,,
