id,name,text,trans
99,レンス,ああ。……なんか、姐さんに\n取り憑かれてるみてえで、\nアレだ。やっぱ重くてよ。,啊。……总觉得大姐附在这上面，果然很沉重啊。
100,グウィン,…………,…………
101,レンス,…………,…………
102,レンス,あと、アレだ。契約だなんだって\n俺にはよくわかんねえから、\nこのチビに替わってもいいか？,而且还有，契约者什么的我也不懂，所以能让这个小家伙代替我吗？
103,グウィン,え……？,诶……？
104,レンス,なんだ。アレよ。向いてる気がしてよ。\n俺より、このチビのがよ。\nそのために稽古してえっつったんだろ？,没事。就是，感觉很适合她。比起我，这个小家伙更合适。而且你为此做了很多训练吧？
105,グウィン,あの、なんでそれを……,诶，你怎么知道……
106,レンス,太刀筋見て、アレだ。\nなんとなくな。ジジイの得意な奴よ。,看到你的剑技就知道了。怎么说呢，毕竟我也是老爷子的得意门生。
107,ユーステス/尤斯缇斯,……実力に不安が残るが。,……虽然实力还不能让人放心。
108,レンス,あー……でもよ、\n見込みはあんじゃねえかな。\nなくはねえよ。,啊——……但是，这不是未来可期么。不要否定她啊。
109,ユーステス/尤斯缇斯,…………,…………
110,レンス,あぁ、いや！\n見込みはある！　若ぇしよ！\n剣聖のタマゴの太鼓判だ！,啊不对，应该是非常有前途！她这么年轻！我敢保证她可是剑圣之卵！
111,グウィン,あの。ユーステスさん。\nお願いします。\n自分、戦う理由、あるんで。,那个。尤斯缇斯前辈。拜托了。我自己也有战斗的理由。
112,ユーステス/尤斯缇斯,…………,…………
113,ユーステス/尤斯缇斯,コアをアリアネンサに組み込み次第、\n契約の儀式を成功させろ。それからだ。,把核心放入阿里安耐萨，让契约完成。就这样吧。
114,グウィン,あ……はい！,啊……好的！
115,イルザ/伊尔莎,では、グロウノスはバザラガ、\nアリアネンサはグウィンが操縦し、\n月での探索を行う。,那么，格罗诺斯由巴萨拉卡，阿里安耐萨由古茵操作，前往月球探索。
116,イルザ/伊尔莎,残る１機、セスラカ。\nできる事ならば、これも遠隔操縦で\n探索に加わらせたい。,剩下的就是塞斯拉卡。如果可以的话，我希望这个也能加入远距离操作的探索行列。
117,イルザ/伊尔莎,……そこで姬塔、\n実は、君にセスラカとの契約、\nおよび操縦を頼めないかと思っている。,……于是姬塔，其实我希望你能和塞斯拉卡进行契约，并拜托你操作它进行探索。
118,,思わず顔を上げる姬塔。\nその目をイルザはまっすぐに\n見つめていた。,姬塔不由得抬起了头，眼神直直对上了伊尔莎的目光。
119,イルザ/伊尔莎,封印武器との二重契約をして\n何が起きるかはわからん。\nゆえに、現契約者は参加できん。,由于和封印武器进行双重契约不知道会发生什么，所以，现任的契约者不能参加探索。
120,イルザ/伊尔莎,セスラカとの交戦経験から、\n契約者として認められる可能性が\n最も高いのは姬塔と考える。,根据与塞斯拉卡的交战经验来看，被承认作为契约者的人最有可能就是姬塔了。
121,イルザ/伊尔莎,セスラカに意識を移し、\n月へと向かい、そしてカシウス達を\n救出する……頼めるだろうか？,把意识转移到塞斯拉卡身上，向月球出发，然后，把卡西乌斯他们救回来……这些能拜托你吗？
121-sel1_txt,,やります,没问题
121-sel2_txt,,報酬次第,视报酬而定
123,イルザ/伊尔莎,……突然の話ですまない。\n出来る限りの支援をさせてもらう。\nよろしく頼む。,突然这么对你说真是抱歉。请允许我们尽可能地支援。那就拜托你了。
125,イルザ/伊尔莎,無論だ。\nこの任務の成否に関わらず、\n後で言い値を支払おう。,没问题。无论任务成功与否，事后我们都会按说好的支付报酬。
126,イルザ/伊尔莎,……額によっては、支払い終えるまでに\n少々時間がかかるかもしれんがな。,虽然视金额，我们也许要花点时间才能付清。
127,ユーステス/尤斯缇斯,敵が動き、幽世の者達もマキラ艇を\n狙っている以上、迅速に進めよう。,既然敌人已经开始行动，幽世那帮家伙也瞄准了玛姬拉的飞船，我们也要赶快行动。
128,ユーステス/尤斯缇斯,これより作戦は次のフェーズに\n移行する。,至此行动进入下一阶段。
129,ユーステス/尤斯缇斯,セスラカ、アリアネンサ、グロウノス\nそれぞれの動作を確認次第──,在确认塞斯拉卡、阿里安耐萨和格罗诺斯的动向后——
130,ユーステス/尤斯缇斯,姬塔、バザラガ、\nグウィンと接続した機神を\n月へ投入する。,姬塔，巴萨拉卡和古茵就继续把机神向月球开。
131,バザラガ/巴萨拉卡,あらゆる意味で未知の領域ではあるが、\nカシウスのためだ。力を尽くそう。,从各方面来说这都是未知的领域。但为了救回卡西乌斯，我会尽力的。
132,ゼタ/泽塔,あたしにできる事が無いのが\n不本意だけど、頼んだよ、３人とも。,虽然对于我帮不上什么忙这件事我也无可奈何，但还是拜托你们三个了。
133,イルザ/伊尔莎,任務はふたつ。\nあの食いしん坊と\nふやけメガネの救出、そして……,任务有两个。其一是救出贪吃鬼和眼睛仔，其二是……
134,イルザ/伊尔莎,ハイゼンベルクの言っていたモノ、\n機神が十三で打ち止めになった\n理由とやらも、見極めてこい。,调查清楚海赞贝克说的东西，机神数量停止在13架的理由。
134-sel1_txt,,任せて,交给我吧
136,バザラガ/巴萨拉卡,ああ。,啊啊。
137,グウィン,了解です。,收到。
138,,思わぬところで入手した\nアリアネンサのコア。,从意想不到之处获得了阿里安耐萨的核心。
139,,それが月への足掛かりとなり、\n計画は大きく加速する。,这成为了去往月球的跳板，计划大大推进。
144,,月に住まう者達の狙い、\nそしてカシウスとアイザックの\n安否は３人に託されたのであった。,阻挡月球住民的入侵，救回卡西乌斯和艾扎克的任务就交给他们三个了。
info,,,scene_evt210226_cp3_q4_s10
译者,,,
